Customer_ID,Age,Income,Income_Copy,City,Join_Date,Purchased,Region,Purchased_Copy
CUST-0032,44,51419.70735544455,52448.10150255344,Delhi,2022-02-01,1,West,1
CUST-0033,59,1343.4536333697215,1370.322706037116,Pune,2022-02-02,0,West,0
CUST-0034,45,44067.36889036453,44948.716268171826,Delhi,2022-02-03,1,West,1
CUST-0035,33,140862.7727693576,143680.02822474475,Bangalore,2022-02-04,0,West,0
CUST-0036,32,,, pune ,2022-02-05,0,West,0
CUST-0037,64,24565.034611195362,25056.33530341927,Mumbai,2022-02-06,0,West,0
CUST-0038,68,51541.35789224909,52572.18505009408,Pune,2022-02-07,1,West,1
CUST-0039,61,30647.798702554563,31260.754676605655,Delhi,2022-02-08,0,West,0
CUST-0040,69,39440.71802881601,40229.53238939233,Mumbai,2022-02-09,0,West,0
CUST-0041,20,141906.35731164995,144744.48445788294,Pune,2022-02-10,0,West,0
CUST-0042,54,,,Bangalore,2022-02-11,0,West,0
CUST-0043,68,162454.5930753377,165703.68493684445,Bangalore,2022-02-12,1,West,1
CUST-0044,24,117878.80918849596,120236.38537226588,Pune,2022-02-13,0,West,0
CUST-0045,38,10894.8130470225,11112.70930796295,Bangalore,2022-02-14,0,West,0
CUST-0046,26,3594.207765157851,3666.091920461008,Bangalore,2022-02-15,0,West,0
CUST-0047,56,5311.26677408151,5417.492109563141,Bangalore,2022-02-16,0,West,0
CUST-0048,35,919.4943923616852,937.8842802089189,Mumbai,2022-02-17,0,West,0
CUST-0049,21,4960.250582787707,5059.4555944434605,,2022-02-18,0,West,0
CUST-0050,42,57443.743628858356,58592.61850143552,,2022-02-19,1,West,1
CUST-0051,31,3692.481347321351,3766.3309742677784,Bangalore,2022-02-20,0,West,0
CUST-0052,67,19207.859414743423,19592.016603038293,Mumbai,2022-02-21,0,West,0
CUST-0053,26,93176.30200486386,95039.82804496113,Pune,2022-02-22,0,West,0
CUST-0054,43,1177.3501590355754,1200.897162216287,Delhi,2022-02-23,0,West,0
CUST-0055,19,84226.52530929793,85911.05581548388, bangalore ,2022-02-24,0,West,0
CUST-0056,37,16554.173341981474,16885.256808821105,Pune,2022-02-25,0,West,0
CUST-0057,45,6287.505991455382,6413.25611128449,Bangalore,2022-02-26,0,West,0
CUST-0058,64,59657.77042199567,60850.92583043559,,2022-02-27,1,West,1
CUST-0059,24,49569.958821661014,50561.35799809424,Pune,2022-02-28,0,West,0
CUST-0060,61,104970.79070434734,107070.2065184343,Mumbai,2022-03-01,1,West,1
CUST-0061,25,66414.67893822002,67742.97251698442,Bangalore,2022-03-02,0,West,0
CUST-0062,64,81349.79029969891,82976.7861056929,Bangalore,2022-03-03,1,West,1
CUST-0063,52,16566.69311533693,16898.02697764367,Mumbai,2022-03-04,0,West,0
CUST-0064,31,9766.66480202235,9961.998098062797,Delhi,2022-03-05,0,West,0
CUST-0065,34,69437.81980027125,70826.57619627667,Mumbai,2022-03-06,0,West,0
CUST-0066,53,82210.45916217098,83854.66834541441,Bangalore,2022-03-07,1,West,1
CUST-0067,67,232850.24450701152,237507.24939715175,,2022-03-08,1,West,1
CUST-0068,57,,,Delhi,2022-03-09,0,West,0
CUST-0069,21,23262.195598086637,23727.43951004837,Mumbai,2022-03-10,0,West,0
CUST-0070,19,74897.72516717935,76395.67967052294,,2022-03-11,0,West,0
CUST-0071,23,20836.683546537657,21253.41721746841,Delhi,2022-03-12,0,West,0
CUST-0072,59,133506.89621996632,136177.03414436567,Mumbai,2022-03-13,1,West,1
CUST-0073,21,97741.95785831245,99696.7970154787,,2022-03-14,0,West,0
CUST-0074,46,28017.780472107985,28578.136081550147,Pune,2022-03-15,0,West,0
CUST-0075,35,69489.23582477306,70879.02054126852,Bangalore,2022-03-16,0,West,0
CUST-0076,43,70231.64934275085,71636.28232960588,Delhi,2022-03-17,1,West,1
CUST-0077,61,,,Pune,2022-03-18,0,West,0
CUST-0078,51,,,Mumbai,2022-03-19,1,West,1
CUST-0079,27,35185.37448783772,35889.08197759448,Bangalore,2022-03-20,0,West,0
CUST-0080,53,87566.6278761665,89317.96043368983,Pune,2022-03-21,1,West,1
CUST-0081,31,19286.771308225416,19672.506734389925,Delhi,2022-03-22,0,West,0
CUST-0082,48,112939.5257272963,115198.31624184223,Pune,2022-03-23,1,West,1
CUST-0083,65,24649.42270300856,25142.41115706873,Delhi,2022-03-24,0,West,0
CUST-0084,32,544.8403307587739,555.7371373739494,Mumbai,2022-03-25,0,West,0
CUST-0085,25,,,Bangalore,2022-03-26,0,West,0
CUST-0086,31,4786.280527423763,4882.006137972238,Bangalore,2022-03-27,0,West,0
CUST-0087,40,19232.681669251946,19617.335302636984,Bangalore,2022-03-28,0,West,0
CUST-0088,57,149848.6191594143,152845.59154260257,Mumbai,2022-03-29,1,West,1
CUST-0089,38,150397.47700519947,153405.42654530346,Delhi,2022-03-30,0,West,0
CUST-0090,33,42599.86455276319,43451.86184381846,Mumbai,2022-03-31,0,West,0
CUST-0091,62,49961.50401952623,50960.73409991676,Bangalore,2022-04-01,1,West,1
CUST-0092,35,29750.73318114288,30345.747844765738,Mumbai,2022-04-02,0,West,0
CUST-0093,64,17351.13893730985,17698.16171605605,Mumbai,2022-04-03,0,West,0
CUST-0094,41,19924.316727519486,20322.803062069877,Mumbai,2022-04-04,0,West,0
CUST-0095,43,55816.17899642531,56932.50257635382,Delhi,2022-04-05,1,West,1
CUST-0096,42,69791.89368315386,71187.73155681694,Pune,2022-04-06,1,West,1
CUST-0097,62,78409.77081105743,79977.96622727858,Pune,2022-04-07,1,West,1
CUST-0098,58,77941.55159243708,79500.38262428583,Mumbai,2022-04-08,1,West,1
CUST-0099,46,4781.847327015972,4877.484273556292,Pune,2022-04-09,0,West,0
CUST-0100,32,34102.4798286678,34784.529425241155,Pune,2022-04-10,0,West,0
CUST-0101,62,2964.08532243689,3023.3670288856274,Mumbai,2022-04-11,0,West,0
CUST-0102,999,,,Mumbai,2022-04-12,0,West,0
CUST-0103,42,29127.763749364178,29710.319024351462,Bangalore,2022-04-13,0,West,0
CUST-0104,24,109330.93321104006,111517.55187526086,Pune,2022-04-14,0,West,0
CUST-0105,26,21609.580973394255,22041.77259286214,Delhi,2022-04-15,0,West,0
CUST-0106,41,6225.298877622543,6349.8048551749935, mumbai ,2022-04-16,0,West,0
CUST-0107,18,7715.382727105968,7869.690381648087,Bangalore,2022-04-17,0,West,0
CUST-0108,61,71671.52735395469,73104.95790103379,Delhi,2022-04-18,1,West,1
CUST-0109,25,,,Pune,2022-04-19,0,West,0
CUST-0110,41,5330.4356122692725,5437.044324514658,Bangalore,2022-04-20,0,West,0
CUST-0111,28,4392.776083430254,4480.63160509886,Mumbai,2022-04-21,0,West,0
CUST-0112,68,60360.423582654985,61567.63205430809,Delhi,2022-04-22,1,West,1
CUST-0113,34,3777.304476289857,3852.850565815654,Mumbai,2022-04-23,0,West,0
CUST-0114,25,86259.29269042907,87984.47854423765,Pune,2022-04-24,0,West,0
CUST-0115,52,61249.98765650025,62474.98740963025,Delhi,2022-04-25,1,West,1
CUST-0116,999,4242.437529015603,4327.286279595915,Pune,2022-04-26,0,West,0
CUST-0117,50,4432.693388890335,4521.347256668142,Pune,2022-04-27,0,West,0
CUST-0118,22,215772.9281029046,220088.38666496272,Bangalore,2022-04-28,0,West,0
CUST-0119,59,,,Mumbai,2022-04-29,0,West,0
CUST-0120,56,23152.763023765623,23615.818284240937,Delhi,2022-04-30,0,West,0
CUST-0121,58,83778.77016413385,85454.34556741653, pune ,2022-05-01,1,West,1
CUST-0122,45,147108.2268981622,150050.39143612544,Pune,2022-05-02,1,West,1
CUST-0123,24,213438.6969800992,217707.47091970118,Delhi,2022-05-03,0,West,0
CUST-0124,26,69994.96150581709,71394.86073593343,Pune,2022-05-04,0,West,0
CUST-0125,25,,,Bangalore,2022-05-05,0,West,0
CUST-0126,29,4359.699684897863,4446.89367859582,Bangalore,2022-05-06,0,West,0
CUST-0127,51,75062.12702273128,76563.3695631859,Bangalore,2022-05-07,1,West,1
CUST-0128,50,40868.020378074645,41685.38078563614,Bangalore,2022-05-08,1,West,1
CUST-0129,65,27601.656265248686,28153.68939055366,Pune,2022-05-09,0,West,0
CUST-0130,999,118411.88377390453,120780.12144938263,,2022-05-10,0,West,0
CUST-0131,41,5894.010398594012,6011.890606565893,Delhi,2022-05-11,0,West,0
CUST-0132,54,33925.255468647716,34603.76057802067,Delhi,2022-05-12,0,West,0
CUST-0133,52,570.9294716270834,582.3480610596251,Delhi,2022-05-13,0,West,0
CUST-0134,61,31617.71847914631,32250.07284872924,Mumbai,2022-05-14,0,West,0
CUST-0135,57,2897.521553296289,2955.4719843622147,Delhi,2022-05-15,0,West,0
CUST-0136,39,6324.549796558561,6451.040792489733,,2022-05-16,0,West,0
CUST-0137,44,6251.311600372814,6376.33783238027,Mumbai,2022-05-17,0,West,0
CUST-0138,52,,,Bangalore,2022-05-18,1,West,1
CUST-0139,18,68529.88587982363,69900.48359742011,Mumbai,2022-05-19,0,West,0
CUST-0140,52,43777.688860143426,44653.242637346295,Pune,2022-05-20,1,West,1
CUST-0141,54,163736.01045511884,167010.73066422122,Mumbai,2022-05-21,1,West,1
CUST-0142,64,23489.828896013358,23959.625473933625,Bangalore,2022-05-22,0,West,0
CUST-0143,31,,,Mumbai,2022-05-23,0,West,0
CUST-0144,20,101475.12690851148,103504.6294466817,Pune,2022-05-24,0,West,0
CUST-0145,18,12654.10338659267,12907.185454324523,Pune,2022-05-25,0,West,0
CUST-0146,22,,,Pune,2022-05-26,0,West,0
CUST-0147,43,611.4472179484654,623.6761623074348,Bangalore,2022-05-27,0,West,0
CUST-0148,31,175126.34614397408,178628.87306685356,Bangalore,2022-05-28,0,West,0
CUST-0149,56,,,,2022-05-29,0,West,0
CUST-0150,999,,,Bangalore,2022-05-30,1,West,1
CUST-0151,26,37507.162517469515,38257.30576781891,Pune,2022-05-31,0,West,0
CUST-0152,32,247841.43039630164,252798.25900422767,Pune,2022-06-01,0,West,0
CUST-0153,32,3833.0687977227467,3909.7301736772015,Bangalore,2022-06-02,0,West,0
CUST-0154,43,40355.48318666744,41162.59285040079,Mumbai,2022-06-03,1,West,1
CUST-0155,59,174178.76106280024,177662.33628405625,Bangalore,2022-06-04,1,West,1
CUST-0156,30,37022.1966590522,37762.64059223324,Bangalore,2022-06-05,0,West,0
CUST-0157,68,49631.41451905937,50624.04280944056,Pune,2022-06-06,1,West,1
CUST-0158,49,59495.06190583871,60684.96314395549, delhi ,2022-06-07,1,West,1
CUST-0159,56,30306.387783847546,30912.5155395245,Pune,2022-06-08,0,West,0
CUST-0160,66,,,,2022-06-09,1,West,1
CUST-0161,69,43891.29309028778,44769.11895209354,Pune,2022-06-10,1,West,1
CUST-0162,49,115711.63847413237,118025.87124361502,Bangalore,2022-06-11,1,West,1
CUST-0163,21,2325.573087174049,2372.08454891753,Pune,2022-06-12,0,West,0
CUST-0164,47,16492.13629493792,16821.97902083668,,2022-06-13,0,West,0
CUST-0165,54,150199.80029304657,153203.79629890752,Pune,2022-06-14,1,West,1
CUST-0166,40,110483.7914226743,112693.46725112779,Bangalore,2022-06-15,0,West,0
CUST-0167,56,,,Bangalore,2022-06-16,0,West,0
CUST-0168,62,48396.651436948865,49364.58446568784,Bangalore,2022-06-17,1,West,1
CUST-0169,32,16243.670994756507,16568.54441465164,Bangalore,2022-06-18,0,West,0
CUST-0170,60,10420.208071803225,10628.61223323929,Delhi,2022-06-19,0,West,0
CUST-0171,46,31152.929940204936,31775.988539009035,Delhi,2022-06-20,0,West,0
CUST-0172,999,21797.67673083667,22233.6302654534,Mumbai,2022-06-21,0,West,0
CUST-0173,30,43812.18530033215,44688.429006338796,Bangalore,2022-06-22,0,West,0
CUST-0174,49,4046.1142216592393,4127.036506092424,Delhi,2022-06-23,0,West,0
CUST-0175,24,183248.00612612837,186912.96624865095,Pune,2022-06-24,0,West,0
CUST-0176,68,214193.27877762693,218477.14435317946,Bangalore,2022-06-25,1,West,1
CUST-0177,39,59893.19409563947,61091.05797755226,Mumbai,2022-06-26,0,West,0
CUST-0178,45,38403.92172060449,39172.00015501658,Mumbai,2022-06-27,0,West,0
CUST-0179,19,18518.965077718,18889.34437927236,Mumbai,2022-06-28,0,West,0
CUST-0180,59,84045.35837439983,85726.26554188783,Pune,2022-06-29,1,West,1
CUST-0181,62,57716.47918244078,58870.8087660896,Delhi,2022-06-30,1,West,1
CUST-0182,23,8873.68270502442,9051.156359124907,Pune,2022-07-01,0,West,0
CUST-0183,45,120915.05459995638,123333.35569195551,Bangalore,2022-07-02,1,West,1
CUST-0184,45,86449.72556836357,88178.72007973085,Mumbai,2022-07-03,1,West,1
CUST-0185,61,149586.9262516718,152578.66477670523,Pune,2022-07-04,1,West,1
CUST-0186,61,64680.20020980672,65973.80421400286,Pune,2022-07-05,1,West,1
CUST-0187,37,47520.20097956864,48470.604999160016,Delhi,2022-07-06,0,West,0
CUST-0188,47,,,Delhi,2022-07-07,0,West,0
CUST-0189,28,134950.91807735592,137649.93643890304,Mumbai,2022-07-08,0,West,0
CUST-0190,45,100519.61900234601,102530.01138239293,Pune,2022-07-09,1,West,1
CUST-0191,42,2313.646932656139,2359.919871309262,Pune,2022-07-10,0,West,0
CUST-0192,56,1336.0408433255682,1362.7616601920795,Delhi,2022-07-11,0,West,0
CUST-0193,50,23617.38807916314,24089.735840746405,Pune,2022-07-12,0,West,0
CUST-0194,18,83182.38614980431,84846.0338728004,Pune,2022-07-13,0,West,0
CUST-0195,44,218213.77341100838,222578.04887922856,Pune,2022-07-14,1,West,1
CUST-0196,69,8150.475496723984,8313.485006658464,,2022-07-15,0,West,0
CUST-0197,30,45086.20651078679,45987.930641002524,Mumbai,2022-07-16,0,West,0
CUST-0198,58,23973.684987904806,24453.1586876629,Bangalore,2022-07-17,0,West,0
CUST-0199,20,175185.42771879814,178689.1362731741,Mumbai,2022-07-18,0,West,0
CUST-0200,56,92295.66037168173,94141.57357911537,,2022-07-19,1,West,1
CUST-0201,23,91109.50232349287,92931.69236996272,Pune,2022-07-20,0,West,0
CUST-0202,25,31620.778556988676,32253.19412812845,Mumbai,2022-07-21,0,West,0
CUST-0203,44,26791.74681636745,27327.581752694798,Bangalore,2022-07-22,0,West,0
CUST-0204,26,15969.444607503061,16288.833499653123,Delhi,2022-07-23,0,West,0
CUST-0205,54,2901.348192241811,2959.375156086647,Delhi,2022-07-24,0,West,0
CUST-0206,50,100021.30700016551,102021.73314016883,Mumbai,2022-07-25,1,West,1
CUST-0207,68,83805.87196249615,85481.98940174608,Mumbai,2022-07-26,1,West,1
CUST-0208,59,408622.27989090414,416794.7254887222, pune ,2022-07-27,1,West,1
CUST-0209,999,284743.6700372167,290438.543437961,Mumbai,2022-07-28,1,West,1
CUST-0210,41,40532.5796320697,41343.23122471109,Pune,2022-07-29,1,West,1
CUST-0211,32,73264.15451031303,74729.43760051929,Pune,2022-07-30,0,West,0
CUST-0212,49,144808.5841437218,147704.75582659623,Delhi,2022-07-31,1,West,1
CUST-0213,49,94738.60073546229,96633.37275017153,Delhi,2022-08-01,1,West,1
CUST-0214,41,14207.622229057326,14491.774673638472,Bangalore,2022-08-02,0,West,0
CUST-0215,999,29941.341369993224,30540.16819739309,Delhi,2022-08-03,0,West,0
CUST-0216,69,6914.817215654432,7053.113559967521,Delhi,2022-08-04,0,West,0
CUST-0217,66,154011.18932208544,157091.41310852717,Mumbai,2022-08-05,1,West,1
CUST-0218,66,,,Delhi,2022-08-06,1,West,1
CUST-0219,69,12980.186270924185,13239.78999634267,Bangalore,2022-08-07,0,West,0
CUST-0220,29,55691.47695866251,56805.306497835765,Mumbai,2022-08-08,0,West,0
CUST-0221,56,48133.521737153584,49096.192171896655,Bangalore,2022-08-09,1,West,1
CUST-0222,19,22171.023114855303,22614.443577152408,Delhi,2022-08-10,0,West,0
CUST-0223,20,6026.9560699234635,6147.495191321933,Bangalore,2022-08-11,0,West,0
CUST-0224,66,55672.06417595511,56785.50545947421,Mumbai,2022-08-12,1,West,1
CUST-0225,54,36730.521209301885,37465.13163348792,Pune,2022-08-13,0,West,0
CUST-0226,66,73990.35404802575,75470.16112898626,Bangalore,2022-08-14,1,West,1
CUST-0227,34,36715.49302117575,37449.802881599266,Bangalore,2022-08-15,0,West,0
CUST-0228,66,95588.5055654242,97500.2756767327,Mumbai,2022-08-16,1,West,1
CUST-0229,19,,,Mumbai,2022-08-17,0,West,0
CUST-0230,19,41155.72904900736,41978.8436299875,,2022-08-18,0,West,0
CUST-0231,45,104637.93216148858,106730.69080471835,Delhi,2022-08-19,1,West,1
CUST-0232,40,,,Bangalore,2022-08-20,0,West,0
CUST-0233,54,7194.397769514947,7338.285724905246,Mumbai,2022-08-21,0,West,0
CUST-0234,49,1460.2510716047343,1489.456093036829,Pune,2022-08-22,0,West,0
CUST-0235,50,70352.87263312929,71759.93008579187,Pune,2022-08-23,1,West,1
CUST-0236,18,48419.94835303398,49388.34732009466,Delhi,2022-08-24,0,West,0
CUST-0237,36,60883.26738989382,62100.9327376917,Bangalore,2022-08-25,0,West,0
CUST-0238,19,11974.074674672174,12213.556168165618,Pune,2022-08-26,0,West,0
CUST-0239,61,7330.627561413933,7477.240112642212,Bangalore,2022-08-27,0,West,0
CUST-0240,43,732.5738132834391,747.2252895491079,Mumbai,2022-08-28,0,West,0
CUST-0241,49,,,Pune,2022-08-29,0,West,0
CUST-0242,23,44569.86878324723,45461.26615891217,Delhi,2022-08-30,0,West,0
CUST-0243,49,24899.093378057536,25397.075245618686,Mumbai,2022-08-31,0,West,0
CUST-0244,21,28765.97814142156,29341.29770424999,Delhi,2022-09-01,0,West,0
CUST-0245,28,117253.07614907208,119598.13767205352,Mumbai,2022-09-02,0,West,0
CUST-0246,34,21405.130721255588,21833.2333356807,Pune,2022-09-03,0,West,0
CUST-0247,55,36076.25140361606,36797.77643168838,Delhi,2022-09-04,0,West,0
CUST-0248,41,76543.58688598509,78074.45862370479,Delhi,2022-09-05,1,West,1
CUST-0249,22,25254.006564958985,25759.086696258164,Mumbai,2022-09-06,0,West,0
CUST-0250,69,48654.52376765427,49627.61424300735,Delhi,2022-09-07,1,West,1
CUST-0251,51,99157.03218421534,101140.17282789965,Mumbai,2022-09-08,1,West,1
CUST-0252,23,149309.52076873338,152295.71118410805,Mumbai,2022-09-09,0,West,0
CUST-0253,39,7954.0939657417985,8113.175845056635,Mumbai,2022-09-10,0,West,0
CUST-0254,28,,,Mumbai,2022-09-11,0,West,0
CUST-0255,65,33875.13904977653,34552.64183077206,Pune,2022-09-12,0,West,0
CUST-0256,33,14936.772717569787,15235.508171921183,Mumbai,2022-09-13,0,West,0
CUST-0257,50,30729.348368534876,31343.935335905575,Bangalore,2022-09-14,0,West,0
CUST-0258,999,,,Delhi,2022-09-15,0,West,0
CUST-0259,23,33924.56463336799,34603.05592603535,,2022-09-16,0,West,0
CUST-0260,33,19930.80160502499,20329.41763712549,Pune,2022-09-17,0,West,0
CUST-0261,46,50174.31369788298,51177.79997184064,Bangalore,2022-09-18,1,West,1
CUST-0262,20,13731.423385780148,14006.051853495752,Delhi,2022-09-19,0,West,0
CUST-0263,37,,,Bangalore,2022-09-20,0,West,0
CUST-0264,999,6898.760985620793,7036.736205333209,,2022-09-21,0,West,0
CUST-0265,36,6850.921203350356,6987.939627417363,Mumbai,2022-09-22,0,West,0
CUST-0266,43,8237.995077833648,8402.754979390322,Bangalore,2022-09-23,0,West,0
CUST-0267,20,7473.003303375827,7622.463369443344,Pune,2022-09-24,0,West,0
CUST-0268,36,51204.202553790325,52228.28660486613,Pune,2022-09-25,0,West,0
CUST-0269,37,10037.317851724081,10238.064208758564,,2022-09-26,0,West,0
CUST-0270,49,21206.96578974026,21631.105105535065,Delhi,2022-09-27,0,West,0
CUST-0271,24,113548.70625641789,115819.68038154625,Bangalore,2022-09-28,0,West,0
CUST-0272,69,32119.057082329684,32761.438223976278,Mumbai,2022-09-29,0,West,0
CUST-0273,58,55064.454182619025,56165.743266271405,Pune,2022-09-30,1,West,1
CUST-0274,50,9456.425855660824,9645.55437277404,Bangalore,2022-10-01,0,West,0
CUST-0275,57,10677.549049754753,10891.100030749847,Pune,2022-10-02,0,West,0
CUST-0276,56,2086.3606358782654,2128.0878485958306,Pune,2022-10-03,0,West,0
CUST-0277,35,9252.367203279044,9437.414547344624,Mumbai,2022-10-04,0,West,0
CUST-0278,57,16327.405931557276,16653.954050188422,Mumbai,2022-10-05,0,West,0
CUST-0279,18,9740.590874155398,9935.402691638506,Bangalore,2022-10-06,0,West,0
CUST-0280,28,,,Mumbai,2022-10-07,0,West,0
CUST-0281,45,6427.810674667627,6556.366888160979,Mumbai,2022-10-08,0,West,0
CUST-0282,42,30881.467168268955,31499.096511634336,Bangalore,2022-10-09,0,West,0
CUST-0283,67,11554.61031725483,11785.702523599926,Mumbai,2022-10-10,0,West,0
CUST-0284,40,22649.055775545927,23102.036891056847,Delhi,2022-10-11,0,West,0
CUST-0285,48,35000.25923571652,35700.26442043085,Pune,2022-10-12,0,West,0
CUST-0286,999,58622.87170062711,59795.32913463965,Pune,2022-10-13,1,West,1
CUST-0287,59,2005.2865050007713,2045.3922351007868, pune ,2022-10-14,0,West,0
CUST-0288,52,,,Pune,2022-10-15,1,West,1
CUST-0289,24,49429.68451836482,50418.27820873212,Bangalore,2022-10-16,0,West,0
CUST-0290,33,4264.771518816713,4350.066949193048,Pune,2022-10-17,0,West,0
CUST-0291,999,,,Pune,2022-10-18,1,West,1
CUST-0292,65,126834.6773189464,129371.37086532533,Pune,2022-10-19,1,West,1
CUST-0293,69,,,Pune,2022-10-20,0,West,0
CUST-0294,66,16208.84215643254,16533.01899956119,Delhi,2022-10-21,0,West,0
CUST-0295,19,82046.75916133213,83687.69434455877,Pune,2022-10-22,0,West,0
CUST-0296,18,68967.86201071541,70347.21925092972,Delhi,2022-10-23,0,West,0
CUST-0297,65,10198.981603090024,10402.961235151824,Bangalore,2022-10-24,0,West,0
CUST-0298,29,11744.951559076662,11979.850590258196,Mumbai,2022-10-25,0,West,0
CUST-0299,22,23139.255501218486,23602.040611242857,Pune,2022-10-26,0,West,0
CUST-0300,999,33133.12823343072,33795.79079809933,,2022-10-27,0,West,0
CUST-0301,49,48150.0917029276,49113.093536986155,Mumbai,2022-10-28,1,West,1
CUST-0302,26,,,Bangalore,2022-10-29,0,West,0
CUST-0303,58,31044.555461045882,31665.4465702668, mumbai ,2022-10-30,0,West,0
CUST-0304,52,68811.44701949212,70187.67595988196,Delhi,2022-10-31,1,West,1
CUST-0305,36,1868.6476160739232,1906.0205683954018,Mumbai,2022-11-01,0,West,0
CUST-0306,65,14546.831094119862,14837.76771600226,Mumbai,2022-11-02,0,West,0
CUST-0307,33,62474.593747801286,63724.08562275731,Mumbai,2022-11-03,0,West,0
CUST-0308,20,112788.33771653067,115044.10447086129,Pune,2022-11-04,0,West,0
CUST-0309,37,35838.955610420046,36555.73472262845,Pune,2022-11-05,0,West,0
CUST-0310,41,37976.47511765345,38736.00462000652,Delhi,2022-11-06,0,West,0
CUST-0311,50,5668.066927033169,5781.4282655738325, delhi ,2022-11-07,0,West,0
CUST-0312,41,29657.162304177542,30250.305550261095,Pune,2022-11-08,0,West,0
CUST-0313,69,38030.339952764494,38790.946751819785,Delhi,2022-11-09,0,West,0
CUST-0314,28,13884.640163032665,14162.33296629332,Pune,2022-11-10,0,West,0
CUST-0315,66,15683.730593927192,15997.405205805737,Bangalore,2022-11-11,0,West,0
CUST-0316,25,23683.249240123598,24156.91422492607,,2022-11-12,0,West,0
CUST-0317,53,1013.7680375157257,1034.0433982660402,Mumbai,2022-11-13,0,West,0
CUST-0318,55,19436.238062806788,19824.962824062924,Delhi,2022-11-14,0,West,0
CUST-0319,57,11877.846781181493,12115.403716805124,Pune,2022-11-15,0,West,0
CUST-0320,37,,,Pune,2022-11-16,0,West,0
CUST-0321,52,6378.155164239063,6505.718267523845,Delhi,2022-11-17,0,West,0
CUST-0322,65,110603.99499715124,112816.07489709427,Pune,2022-11-18,1,West,1
CUST-0323,42,,,Bangalore,2022-11-19,1,West,1
CUST-0324,52,56831.647894651585,57968.280852544616,Mumbai,2022-11-20,1,West,1
CUST-0325,42,77835.45161888956,79392.16065126736,Delhi,2022-11-21,1,West,1
CUST-0326,999,34501.821092444254,35191.85751429314,Delhi,2022-11-22,0,West,0
CUST-0327,35,4546.604725872792,4637.536820390248,Pune,2022-11-23,0,West,0
CUST-0328,63,38512.918164741124,39283.17652803595,Delhi,2022-11-24,0,West,0
CUST-0329,35,44196.15289356868,45080.075951440056,Bangalore,2022-11-25,0,West,0
CUST-0330,19,68410.83244042046,69779.04908922887,Pune,2022-11-26,0,West,0
CUST-0331,52,28251.732469149105,28816.767118532087,Pune,2022-11-27,0,West,0
CUST-0332,33,6824.2333364656115,6960.718003194924,Pune,2022-11-28,0,West,0
CUST-0333,58,16688.109013085195,17021.8711933469, pune ,2022-11-29,0,West,0
CUST-0334,53,22555.74127373117,23006.856099205794,Bangalore,2022-11-30,0,West,0
