measurement_a,measurement_b,class
65.86590646045416,23.50035406014256,1
56.374953854796004,47.59108093970874,0
46.62871131315443,38.05832053945098,0
54.903932382705655,22.593449876701392,1
69.44628936336882,34.02462937838634,1
71.73487709149744,32.010591045619655,1
58.095629064172854,34.06700928521128,0
53.98827902637739,31.046063297725855,1
72.56287875782635,34.337871911962715,1
58.30869240126319,36.52998218280474,1
53.197675948297345,27.98836590932848,1
45.143536762316295,41.48697904842973,0
56.974577242878496,36.900264942897294,0
63.85710653905714,25.073896265797952,0
35.699204975324115,27.87456524139855,0
68.58695662460828,30.99453558031668,1
46.501351944191214,40.42852109541815,0
67.57968968687389,39.24755495545033,0
41.60320334298101,34.97690230592967,0
62.667354888356805,37.21467344990234,0
37.72070584456053,26.823316716049366,0
44.86478742518341,23.45040798003696,1
35.240807565720715,40.968617517544594,0
62.65913510766933,28.913561903682172,1
61.96258403573416,16.109384136062577,1
39.07052186465999,26.706594578161155,1
71.61685149427939,30.33179294563662,1
23.272102684707264,24.523654720507064,0
47.32689990483761,40.367727311793686,0
68.5136575462741,35.49445436863764,1
67.91207629369704,45.825363936319846,0
62.28683668447404,40.98279457236458,0
39.22848546406975,33.502137074364086,0
33.368936196368,37.40512405633972,0
68.7429897355654,22.109495265927976,1
57.31918780513776,30.95165891125211,1
67.32910477635774,20.21831079505352,1
52.15704638494066,41.780132892887025,0
56.19989679094326,39.48000428937906,1
69.7943639504722,31.564283911202565,1
47.87846181452705,33.732808053559744,1
65.15655222476487,38.48510021589033,0
58.45808565733671,38.793092101060104,0
89.36868406930182,29.658068767432177,1
66.65304565573862,41.551925793778885,0
57.25089840742766,31.87633709313992,1
53.33302732546635,27.200827953518377,1
35.7509516926257,33.165401388611755,0
67.77835074502133,34.43474006928799,0
67.35178304557853,30.95221376245295,1
52.788837549024706,27.870365700412414,1
69.42451192863989,33.90808367286945,1
67.30340787865993,30.83926785544645,1
35.09485218640311,38.79474696153064,0
56.85383069033162,21.55984729147054,1
44.76751960582478,40.08621375955048,0
55.14071773931672,29.950641323839523,0
53.978706134583554,34.07591299506298,0
59.06954329956415,46.04245043654239,0
53.371970725631385,41.52875016017753,0
66.84575013704789,30.862362366612864,1
68.30751268670956,24.0208181626326,1
76.19586440633219,36.83981420520997,1
58.283792740129535,27.21682174792912,1
44.09689188613029,38.42607201170941,0
40.35118745800841,43.65253265787898,0
60.91672428354313,17.659739961015898,1
45.70099153720407,26.63027204697775,0
82.03846433387764,24.333652062914503,1
59.74233162196065,38.501160229142386,0
53.63205908036126,27.17733857237606,1
59.47422473815005,31.943008384245402,1
52.9053581810054,20.410076601653337,1
56.111255449333335,25.205911424592482,1
66.48902203470986,35.852745200040474,0
63.45584425747821,31.05083981204717,1
57.9620095588451,35.8272950238521,0
56.221334540034945,28.373531190131626,1
59.618710931460754,22.511992091566633,1
72.83016354494741,28.392900516023623,1
65.5948082950797,26.416750995698532,0
54.18729488730486,34.817401491751035,1
43.887561193200796,37.29311979284464,0
56.9315248507207,33.36396108746006,1
43.10565565234322,46.267470079081555,0
46.269242030059594,34.9371263383494,0
48.057518187736754,36.04592910067772,0
71.21737197562214,22.77483254796768,1
56.430806160347736,35.167213458392176,0
59.398032129483454,33.36910541121934,0
71.80683632920956,20.100831526996004,1
44.04220097874871,27.071888049471905,1
66.79271284929813,32.84062878583289,0
55.60266658991815,32.80918438446791,0
55.912944905277406,35.43038217597032,1
57.659404290512455,37.24266481424619,0
47.75614721319934,35.10164413426398,1
47.80137678940653,25.840531326204992,1
65.75907026958556,31.19254085949186,1
66.55171041848114,36.00262502518419,1
56.21829286443997,31.757277313496097,1
58.07807292935249,36.363482678516746,0
56.561999989496094,36.055301467181444,0
64.65422693823456,22.057486205228493,1
45.50148329531536,31.339548729422265,1
48.14912640720586,36.5069326899753,0
53.938316215248626,26.23858690698891,1
48.8862182411265,39.48989760503767,1
52.97507745672285,33.63147966203622,0
69.07866828449659,41.70732910747434,0
64.49111171656949,29.403650042378892,0
47.17956051665964,39.48380352838047,0
42.89081313680607,40.14506313457918,0
33.435673670602824,32.81185522361431,0
56.60528158272995,30.6358032860192,0
48.80696582260032,36.15445068306096,0
44.09800394015138,41.32714166674507,0
68.93860941824089,23.829673131679616,1
48.900965789165504,43.69683732856252,0
38.56026082447264,31.45989368743872,0
42.93649828562827,33.29638023953398,0
26.339236324833433,34.1294967873216,0
59.98603204137687,28.62313108041164,0
64.64732078632582,32.18419226196708,1
34.27725284584066,37.67611561273199,0
57.187953695848094,31.195697861050515,1
70.15205641844886,29.09097155826037,0
60.43085623575195,24.25010706003283,1
52.96241307318578,23.108058043066997,1
42.16805721279893,35.23451816939127,0
38.05942386842853,31.632081412624533,0
54.369579763343076,37.93216124931525,0
62.60838818861808,32.3634141398753,1
46.616927373764746,38.63168327135047,0
50.09864295226308,45.07236805418145,0
66.1681112539354,34.64396262025604,0
57.840972707073455,25.08703013649692,1
40.297896592178546,36.32155474469774,0
45.70011779206851,31.232472893284687,0
63.384450126227634,35.293441089765956,0
46.67905805362845,37.59861018486578,0
71.47162594323007,27.768834265364053,1
62.729349718957685,28.015289194839553,1
58.534175399277444,31.896661481022427,1
37.03973250635755,34.80270482080959,0
70.431418906858,29.994244241137075,1
52.184897974618046,44.966905570354925,0
53.653213979322494,30.409040623684287,1
52.62730855024136,25.60213913628138,1
73.26118383815552,35.27278829600983,1
68.63541863371563,30.523530756531514,1
39.07690653171343,37.424512672926035,0
53.910250806854144,20.853823447225462,1
50.8900478889005,40.563557324484876,0
72.97072712259123,32.1481550060727,1
66.53543359865822,25.32006239383995,1
59.19348601473382,16.380605732313665,1
41.509737545101764,38.67547962823876,0
73.23814701563526,24.837419411938942,1
64.9715418011216,25.07089925501409,1
43.5068380484918,31.6926676430869,0
60.73756391899868,32.066146358134404,1
59.55132232123887,18.069236381296214,1
68.83378244469469,31.91566373120645,1
71.13741066792905,29.01742894667534,1
62.29165692245818,29.245744273201275,1
67.20600579460668,29.91020482948458,1
45.022141584018144,42.69405452789087,0
44.2377260541277,35.52892856378979,0
61.215713503101085,33.25961144501133,0
34.27931589247778,43.57309534329957,0
34.6270782870322,40.93750863162904,0
67.22062603908317,36.7721285887053,0
26.923853683104078,30.389606114946062,0
57.62521606093665,38.293949938965646,1
43.315459845788816,27.674011200427557,0
56.37210688392146,26.244558147279403,1
53.762748947970465,33.271438217765095,1
41.047434849656604,34.98525765023526,0
61.22346321275706,32.790661616038435,1
50.74947056301033,30.865164548881356,1
59.784949534584364,34.03061392054492,1
47.63198882875984,46.66739797366832,0
57.79525737242861,32.16408682379835,1
48.28532728370971,40.56891117331682,0
62.99310033008436,28.74867582825405,1
68.3825335052453,38.06610523527774,0
50.5307022483439,34.10399661824108,1
46.012273213677304,45.52459568730997,0
48.30375309615477,31.52687752531778,1
55.30839196446606,35.95557469134908,0
48.75757076767664,28.649029324788113,1
50.56159769705276,46.876812545767066,0
60.848385920242656,22.378097042939505,1
65.04754046677914,29.11003928824603,0
53.72195164832925,24.063688308843464,1
32.023798806233685,27.039590997194946,0
48.98647022478661,39.04968650311471,0
55.45669258987281,43.126983676855794,0
39.17388585712307,33.28652808170734,1
59.48618181299321,32.0345161187369,1
45.31233058795229,27.69556582368454,0
64.91429215091472,26.535052007796025,1
52.82581374880806,44.870829487534934,0
28.75726898192168,24.400168286217358,0
56.202182489224604,32.0301070795069,0
55.450270583604784,37.65266813270296,1
47.32421026300928,47.45602476883438,0
49.32076806681192,35.32157020389197,0
71.31690907649707,38.44946553297232,1
62.98539574572213,37.84308237775411,0
71.67818080672218,31.330886391892594,1
67.4049646813677,33.788363642504976,1
77.16428616479693,22.5867357014608,1
60.671698990390084,27.408717073356645,1
74.20595852521704,23.370514698644453,0
72.26289641704497,32.9331083630199,0
56.87224000989162,37.70761226189552,1
45.29161366943254,29.43353870472863,1
71.39295244561771,41.45859338304847,1
56.24310305726842,45.56402141130571,0
48.57907650828908,45.83910789898268,0
60.62530564390296,27.72167302984809,1
50.57119621259107,38.77262812570774,0
50.719364683813666,43.64759878348467,0
53.73708422999277,27.99434456739877,0
60.19321582545368,47.47305807412832,0
51.82762475115791,27.65786687518807,1
44.59367773128407,51.41845225679261,0
82.63659512066303,27.747615721941678,1
56.62611125129118,23.249834544972202,1
59.36030308023236,26.156944088680202,0
49.815926112699145,39.921546383893926,0
74.92489339080406,25.92154332893398,1
73.5442561463491,24.297161572763734,1
53.2853623400731,32.02042610075849,1
59.028952936838415,38.89837172199956,0
60.79177120174646,23.306981426907836,1
58.47380180428953,45.58077568032233,0
46.26721835280222,34.3016798550374,0
35.388150916045994,46.72565849840479,0
46.56965847269997,34.29084156443993,0
73.84443357357317,35.63443435948124,1
64.53037642867284,22.338549725326388,1
65.79398977167806,25.809785522823923,1
38.632162404557086,32.23952738638761,0
43.94527381646551,50.635885930088,0
83.68743637484431,32.60183099733574,1
61.779575419302695,30.634882671326345,0
39.38011101546683,32.85387955882842,0
38.40156437946672,40.66987507657669,0
48.969449534847996,36.324778276766224,0
87.21195306312147,41.55814903915136,1
63.996401829751804,19.21271559092237,1
38.05968499661168,41.841236334249906,0
55.21053992055155,31.861178802801824,1
80.0906176511139,24.451025530601783,1
58.15358905509812,31.931470327744304,1
39.91894482426435,36.14454567324568,0
44.56237795743608,35.82965208863763,0
49.33897441327511,42.12248308645367,0
79.63449904307029,34.92066358466985,1
83.71845302250529,36.05987754446479,1
56.959496589735366,49.172707400681126,0
56.38483343861457,34.65551691819901,1
42.87435872610301,28.73114462498106,1
59.47731524223508,29.175249396531854,0
52.438434865533736,31.045155387887295,1
62.03258569075936,23.059580095260124,1
56.24823314799084,29.71323753084495,0
49.574800829626035,43.034617191781706,0
43.60985784163358,39.591918406320694,0
32.33527351419087,39.97188971302229,0
52.66198133259904,34.93685793739674,0
50.43324249660119,44.88735441900921,0
49.8726135976538,28.7624404324224,1
71.94483940789046,28.439124053680665,1
56.62598278124686,38.36166900200933,0
54.9307482160284,35.15527600709379,0
46.31344704550538,26.820451526502634,1
53.251258271939996,40.33413262235483,1
47.03611681854405,33.97611103859861,1
70.82749389911687,20.919971560214485,1
44.83018804208942,41.6764775453745,0
51.064116611464996,34.846226173480225,0
59.11298436539865,27.9563191364202,1
75.03590824289495,21.94948681705442,1
74.03650931902058,29.98389788058149,1
38.647309132108646,39.05129431578377,0
43.74851280887442,36.48919480077753,1
56.583136072852845,31.954548000363594,1
47.80017267072944,33.467966747175815,0
72.18123342757416,23.937931928089647,1
53.456448509043575,37.821626619506134,0
61.09141729704839,22.6817686568621,1
52.6334166400172,33.613503806876494,0
49.04034775094158,33.266564525238444,0
74.63158876021322,24.744324228478174,1
52.5245907362289,27.34869073702836,1
66.00939943725822,28.269949286375116,1
54.3073004407997,31.61448558197939,1
56.07118152159258,28.142528254125256,1
27.561316943973598,37.835629347304646,0
50.61492009724941,40.86723112785918,0
62.741017003474305,44.1392341770247,0
53.84625186139097,34.02245893249694,1
57.94381940969175,31.924753338131108,0
44.40559800218417,42.59538418813814,0
47.81931944327084,47.15384115278765,0
49.52704818985941,39.24833546267159,0
60.39425742802092,38.287489603797916,0
65.05664733391407,38.709625918956036,0
38.48695377650108,30.072144419912572,0
64.12179818594392,15.876792881578682,1
61.229688170026805,36.38760932358259,0
56.18701120710728,38.07720024100896,1
71.28134437379899,32.01931916277249,1
61.79269930993988,23.762590812046767,0
66.17172922371519,24.894082936974108,1
70.43513769122805,34.41731632516544,1
33.25000362703378,33.060186648903205,0
72.17948651921608,31.042431674330828,1
50.779923048185104,24.924455548867165,1
58.4275081233697,38.92892850500032,0
54.65301778028069,45.23852220446573,1
67.88443482029628,27.862691192553868,1
61.36654213794261,20.463503246709855,1
71.62595838294962,25.244220953599452,1
64.96736092110037,24.144485857759413,1
60.08565761408579,38.11384043172811,0
35.860588176764075,31.416777419114265,0
47.04787787308321,39.88934258033975,0
52.63717078721309,37.383284439861214,0
67.71146714756172,27.4981645105912,1
71.66280976286885,43.12699110555601,1
56.530804910906944,29.21443507800179,0
61.19007587267891,38.85984738519416,0
50.73335167968398,34.63305421917924,0
60.75946594258889,35.320586848960716,0
65.69058159071886,17.077866145502934,1
75.75596233119802,44.077253371479046,1
67.03679608356023,38.57845297216422,1
50.25690385449108,33.90382904638853,1
62.942352281577165,26.988508407882993,1
69.60019666830632,31.868907763430396,1
43.55689677421804,31.34436277719046,0
52.43902081805361,36.77681268422901,0
39.37098213986807,39.297511763621856,0
41.56043799378555,45.339820996911996,0
42.027065287600706,38.018899617039736,0
74.9823094686523,31.24332468933595,1
40.364562673749184,34.85389384627239,0
57.952174891430666,29.853899322800018,1
54.59748856665144,43.998264430469575,0
53.610828234051915,17.254173290943527,1
46.10787245158007,31.330545809345587,0
65.67042619032988,31.734644179199996,1
48.127858910406744,38.41004041950064,0
49.10367800000191,32.71863160704091,1
63.04339501998034,23.689719753352485,0
56.74762921225806,38.65816381172234,1
34.76530655869615,35.80144749527934,0
39.66736885701334,34.59998802473285,0
31.633130738536295,33.53432912442507,0
51.467713165845346,26.579818277970503,1
51.43029424721199,39.57184824068114,1
66.02605972595703,21.2032309045267,1
49.480345552216086,28.03870430294151,1
47.44765265793064,42.35880166140672,0
43.53821144844613,30.364771946071993,0
59.89226520347611,36.09143008946923,1
67.16975347419631,21.866527020580914,1
63.1113258457607,30.75662596620556,1
64.99036217294335,33.8958717982744,0
70.51323043446189,30.450270057166506,1
51.15133302679622,22.615463387585024,1
40.65759878729358,27.610603747412306,0
45.23800496935889,38.86073197741246,0
37.184842146845995,32.680908388058874,0
58.91728439711742,36.41148329911351,1
74.52174519479108,36.91054641247097,1
62.18789613980647,36.610172336128294,0
57.17506958246961,32.209008355129136,1
40.727411091141924,40.14148861209418,0
54.49073535310367,36.295951808113145,0
37.53035521412352,32.89249515395644,0
41.64777987177917,33.19417736602529,0
70.73292585977676,25.448687157929303,1
40.99586751184576,35.6618265024917,0
73.20542518479532,21.201536100555142,1
29.97459660153305,19.510936406428478,0
68.10698081136601,34.33660481306,0
50.4328812813701,20.415852790003026,1
57.106375337098804,43.601827133636554,0
65.0269393835573,35.244727673087425,1
59.02726780809453,35.53421724368729,1
45.19995159997508,41.08879789253595,1
53.35243043076002,40.82316713613339,0
51.93422224854777,46.214288258137664,0
52.23285254323046,36.52771442310302,0
45.17775165382457,37.941102791200706,0
70.43807276689981,37.47770665691284,1
55.24284684501771,35.21896835020242,0
52.40449514091724,26.743221102960913,1
54.29285571858116,41.752190082936394,0
73.71302521117457,27.674671616861204,1
74.03656252615347,26.544661647632246,1
62.64270989463325,32.177316165976904,0
38.76099333844014,45.13778151358317,0
64.15991116758636,25.543472718142652,1
41.94616046904259,39.18997981715049,0
52.7322606800497,34.29668508650098,1
46.57656066599865,43.54611882993805,0
51.269743992764845,41.30363542628365,1
69.05597073016708,19.795900260710965,1
65.46588148903881,23.14555769618387,1
57.69019331762049,41.27241877417491,0
54.842605265766096,29.574858311198177,0
61.548928486173985,42.98897531501029,0
73.39306970395796,33.46028439890101,1
55.57993853677929,25.17905583045943,1
60.75408645068844,29.170160676741848,0
76.4270943336087,40.43718994825052,1
65.32506821485032,35.417812977526964,0
41.052671573311756,26.933848692497076,0
60.7588491408304,30.12417138613825,1
54.88543483116558,24.70217841761021,1
60.866745866630474,33.624740376098515,0
59.137580629123846,31.72751508117544,0
65.62502073572173,32.209610132418746,1
48.16287273478242,24.176943953256497,1
62.5688288109458,37.61837304120178,0
65.58286119994817,28.99878943792893,1
34.63159694874662,31.81903976373237,0
34.88193012647919,36.10173089155835,0
31.257611135250535,28.550166686796715,0
66.50287093857806,27.579761382922765,0
49.487464157524364,41.1241849583185,0
39.42587234750269,41.485837122196415,0
62.315244672810564,32.33090733464786,1
59.440014380823015,32.362708421659306,0
63.48610585653066,22.721264195588642,0
71.23578527392182,29.755873347894116,1
63.281126449083864,19.201628845517035,1
74.53548320156001,33.092594349401985,1
52.08847423102907,35.39661741760594,1
65.12010659313471,34.440681826372895,0
24.905489038160255,34.107979206251386,0
45.16069259963788,38.18645783196409,1
60.42917977771996,28.40835426616567,1
48.37128234853065,28.387348652771585,1
42.2028656024181,50.689895599954355,0
44.03653029736509,26.49854939470097,0
